IDENTIFIERS,,PROCESS OUTPUTS,,,,,,,,,,,OPERATIONAL INPUTS,,,,,,,REAGENT INTELLIGENCE,,,,ENGINEERED FEATURES,,,,,,,CATEGORICAL,,,,,METADATA
Date,Shift,Ore Milled (MT),Head Grade (%Cu),COPPER IN HEAD (MT),Concentrate Grade (%Cu),Concentrate Production (MT),COPPER IN CONCENTRATE (MT),Tails Grade (%Cu),TAILINGS (MT),Recovery (%),Insoluble in Concentrate (%),COPPER IN TAILINGS (MT),Feed Rate (MT/h),Grinding kWh,Lime Bags,T Reagent (cc),Pine Oil (cc),Flotation pH,Milling Running Hours,SIPX Dose (g/t),Frother Dose (g/t),Depressant Dose (g/t),Conc. Mass Pull (%),Prev_Recovery (%),Prev_Feed Rate (MT/h),Prev_Head Grade (%Cu),Prev_Flotation pH,Roll7_Recovery (%),Roll7_Head Grade (%Cu),Roll7_Feed Rate (MT/h),Estimated Feed Condition,Feed_Condition_Num,Shift_Num,Month,Day_of_Week,Source
03/02/2025,A,1883.0,1.156,21.773,30.0,64.759,19.45,0.128,1817.988,89.33,7.27,2.323,237.45,747.211,12,1200,10,9.35,8,75.7,25.6,64.2,3.44,91.71,246.92,1.141,9.52,91.06,1.15,255.719,Hard,0,0,2,0,Target R2 synthetic data - leakage-free process relationship
03/02/2025,B,1899.0,1.184,22.483,29.5,68.885,20.332,0.118,1829.729,90.43,6.85,2.151,275.95,726.363,10,1200,10,9.6,7,79.3,24.9,72.1,3.63,89.33,237.45,1.156,9.35,90.859,1.147,255.327,Normal,1,1,2,0,Target R2 synthetic data - leakage-free process relationship
03/02/2025,C,1900.0,1.194,22.674,29.1,71.157,20.706,0.108,1828.483,91.32,6.23,1.968,240.52,714.225,11,1200,10,9.58,8,78.7,24.3,61.2,3.75,90.43,275.95,1.184,9.6,91.004,1.166,252.392,Normal,1,2,2,0,Target R2 synthetic data - leakage-free process relationship
04/02/2025,A,1816.0,1.095,19.886,29.3,61.433,18.0,0.107,1754.945,90.52,6.62,1.886,229.39,742.69,11,1200,10,9.53,8,84.3,25.6,68.6,3.38,91.32,240.52,1.194,9.58,91.144,1.166,249.12,Hard,0,0,2,1,Target R2 synthetic data - leakage-free process relationship
04/02/2025,B,1865.0,1.17,21.811,29.8,66.347,19.796,0.112,1798.532,90.76,6.36,2.015,234.84,724.881,11,1200,9,9.69,8,78.3,23.8,63.8,3.56,90.52,229.39,1.095,9.53,90.992,1.159,246.466,Normal,1,1,2,1,Target R2 synthetic data - leakage-free process relationship
04/02/2025,C,1822.0,1.13,20.582,29.5,62.964,18.56,0.115,1758.544,90.18,6.47,2.021,226.2,740.106,11,1200,12,9.51,8,85.8,26.9,66.3,3.46,90.76,234.84,1.17,9.69,90.905,1.166,245.005,Hard,0,2,2,1,Target R2 synthetic data - leakage-free process relationship
05/02/2025,A,1922.0,1.192,22.917,29.7,70.537,20.963,0.105,1851.638,91.48,6.2,1.953,237.36,709.062,11,1200,11,9.65,8,78.8,25.6,64.6,3.67,90.18,226.2,1.13,9.51,90.607,1.153,241.611,Soft,2,0,2,2,Target R2 synthetic data - leakage-free process relationship
05/02/2025,B,1924.0,1.099,21.142,29.8,64.241,19.157,0.107,1860.116,90.61,6.8,1.986,241.92,725.445,11,1200,10,9.46,8,86.0,24.8,61.9,3.34,91.48,237.36,1.192,9.65,90.574,1.16,240.245,Normal,1,1,2,2,Target R2 synthetic data - leakage-free process relationship
05/02/2025,C,1849.0,1.111,20.552,29.6,62.698,18.55,0.112,1786.757,90.26,6.38,2.003,267.65,721.691,12,1200,10,9.78,7,81.1,24.1,62.0,3.39,90.61,241.92,1.099,9.46,90.756,1.152,240.883,Normal,1,2,2,2,Target R2 synthetic data - leakage-free process relationship
06/02/2025,A,1855.0,1.147,21.274,29.3,65.951,19.347,0.108,1788.713,90.95,6.58,1.926,228.59,737.808,11,1200,10,9.52,8,76.4,25.3,63.5,3.56,90.26,267.65,1.111,9.78,90.731,1.141,239.698,Normal,1,0,2,3,Target R2 synthetic data - leakage-free process relationship
06/02/2025,B,1841.0,1.101,20.26,29.7,62.488,18.566,0.095,1778.036,91.64,6.53,1.694,225.71,713.296,12,1200,10,9.78,8,77.9,24.1,65.3,3.4,90.95,228.59,1.147,9.52,90.678,1.135,237.994,Soft,2,1,2,3,Target R2 synthetic data - leakage-free process relationship
06/02/2025,C,1737.0,1.151,20.0,30.0,59.868,17.941,0.123,1677.558,89.71,6.72,2.059,212.97,758.909,11,1200,10,9.43,8,78.5,27.9,66.8,3.45,91.64,225.71,1.101,9.78,90.838,1.136,237.468,Hard,0,2,2,3,Target R2 synthetic data - leakage-free process relationship
07/02/2025,A,1781.0,1.139,20.276,29.8,61.258,18.27,0.117,1719.527,90.11,6.7,2.006,196.48,730.757,12,1200,10,9.58,9,75.3,23.4,59.7,3.44,89.71,212.97,1.151,9.43,90.688,1.133,234.343,Normal,1,0,2,4,Target R2 synthetic data - leakage-free process relationship
07/02/2025,B,1781.0,1.173,20.894,29.4,64.53,18.986,0.111,1716.074,90.87,6.02,1.908,225.32,711.6,11,1200,11,9.39,8,78.7,24.0,61.0,3.62,90.11,196.48,1.139,9.58,90.677,1.134,230.097,Soft,2,1,2,4,Target R2 synthetic data - leakage-free process relationship
07/02/2025,C,1916.0,1.102,21.112,29.6,64.888,19.218,0.102,1850.983,91.03,6.22,1.894,241.6,715.154,11,1200,10,9.81,8,78.3,25.6,66.2,3.39,90.87,225.32,1.173,9.39,90.59,1.132,228.378,Soft,2,2,2,4,Target R2 synthetic data - leakage-free process relationship
08/02/2025,A,1769.0,1.138,20.128,29.5,62.372,18.39,0.102,1706.234,91.36,6.91,1.738,221.38,715.478,11,1200,11,9.63,8,77.3,25.2,65.7,3.53,91.03,241.6,1.102,9.81,90.65,1.132,228.332,Normal,1,0,2,5,Target R2 synthetic data - leakage-free process relationship
08/02/2025,B,1909.0,1.175,22.435,30.3,68.149,20.673,0.096,1840.568,92.14,6.13,1.762,278.04,714.777,11,1200,10,9.54,7,77.1,24.0,63.4,3.57,91.36,221.38,1.138,9.63,90.809,1.136,221.721,Soft,2,1,2,5,Target R2 synthetic data - leakage-free process relationship
08/02/2025,C,1766.0,1.121,19.802,29.6,60.62,17.932,0.11,1705.3,90.56,6.99,1.87,211.87,710.545,13,1200,11,9.4,8,78.5,27.7,64.1,3.43,92.14,278.04,1.175,9.54,90.98,1.14,228.784,Normal,1,2,2,5,Target R2 synthetic data - leakage-free process relationship
09/02/2025,A,1808.0,1.122,20.288,29.5,63.169,18.612,0.096,1744.751,91.74,6.76,1.676,234.54,704.101,11,1200,11,9.59,8,77.4,26.5,62.5,3.49,90.56,211.87,1.121,9.4,90.825,1.143,226.808,Soft,2,0,2,6,Target R2 synthetic data - leakage-free process relationship
09/02/2025,B,1861.0,1.168,21.734,29.9,65.489,19.554,0.121,1795.033,89.97,7.15,2.181,203.74,729.877,11,1200,10,9.75,9,85.9,22.6,60.5,3.52,91.74,234.54,1.122,9.59,91.116,1.139,229.89,Normal,1,1,2,6,Target R2 synthetic data - leakage-free process relationship
09/02/2025,C,1855.0,1.109,20.573,29.9,62.0,18.51,0.115,1792.787,89.97,7.29,2.063,224.68,741.036,11,1200,10,9.48,8,84.0,27.4,69.5,3.34,89.97,203.74,1.168,9.75,91.096,1.143,230.927,Hard,0,2,2,6,Target R2 synthetic data - leakage-free process relationship
10/02/2025,A,1892.0,1.12,21.188,30.1,64.246,19.331,0.102,1827.667,91.24,6.6,1.857,237.32,736.709,10,1200,11,9.61,8,78.0,24.4,68.1,3.4,89.97,224.68,1.109,9.48,90.968,1.134,230.834,Normal,1,0,2,0,Target R2 synthetic data - leakage-free process relationship
10/02/2025,B,1809.0,1.11,20.081,30.3,59.703,18.11,0.113,1749.282,90.18,6.83,1.971,270.27,744.562,12,1200,11,9.63,7,85.5,28.0,69.1,3.3,91.24,237.32,1.12,9.61,90.997,1.136,230.224,Hard,0,1,2,0,Target R2 synthetic data - leakage-free process relationship
10/02/2025,C,1946.0,1.113,21.667,30.3,65.277,19.746,0.102,1880.716,91.13,6.1,1.921,241.6,714.847,11,1200,9,9.45,8,77.9,23.3,64.4,3.35,90.18,270.27,1.11,9.63,90.829,1.132,237.209,Soft,2,2,2,0,Target R2 synthetic data - leakage-free process relationship
11/02/2025,A,1868.0,1.017,18.992,29.7,57.398,17.059,0.107,1810.227,89.82,7.34,1.933,277.8,753.064,12,1200,11,9.55,7,88.1,27.2,65.1,3.07,91.13,241.6,1.113,9.45,90.684,1.123,232.004,Hard,0,0,2,1,Target R2 synthetic data - leakage-free process relationship
11/02/2025,B,1936.0,1.111,21.507,29.8,65.427,19.515,0.106,1870.402,90.74,6.79,1.991,239.8,727.936,10,1200,11,9.56,8,82.9,24.9,64.5,3.38,89.82,277.8,1.017,9.55,90.58,1.109,241.421,Normal,1,1,2,1,Target R2 synthetic data - leakage-free process relationship
11/02/2025,C,2097.0,1.095,22.955,29.8,70.301,20.932,0.1,2026.687,91.19,5.98,2.023,296.95,715.853,12,1200,11,9.62,7,78.0,25.0,63.8,3.35,90.74,239.8,1.111,9.56,90.437,1.107,242.173,Soft,2,2,2,1,Target R2 synthetic data - leakage-free process relationship
12/02/2025,A,1960.0,1.11,21.754,29.8,64.912,19.369,0.126,1895.297,89.04,6.45,2.385,240.11,741.23,12,1200,12,9.37,8,79.1,31.7,68.6,3.31,91.19,296.95,1.095,9.62,90.611,1.096,255.488,Hard,0,0,2,2,Target R2 synthetic data - leakage-free process relationship
12/02/2025,B,2009.0,1.124,22.588,30.5,65.968,20.153,0.125,1943.311,89.22,6.59,2.435,289.52,737.42,10,1200,11,9.46,7,82.6,26.7,68.6,3.28,89.04,240.11,1.11,9.37,90.478,1.097,257.693,Hard,0,1,2,2,Target R2 synthetic data - leakage-free process relationship
12/02/2025,C,1920.0,1.14,21.88,29.9,65.168,19.476,0.13,1854.754,89.01,6.34,2.404,266.9,739.865,12,1200,12,9.42,7,85.0,29.7,66.8,3.39,89.22,289.52,1.124,9.46,90.19,1.097,265.149,Hard,0,2,2,2,Target R2 synthetic data - leakage-free process relationship
13/02/2025,A,1938.0,1.118,21.668,29.0,67.025,19.468,0.118,1871.138,89.85,6.7,2.2,236.14,725.603,11,1200,9,9.58,8,81.4,24.8,63.8,3.46,89.01,266.9,1.14,9.42,90.023,1.101,264.667,Normal,1,0,2,3,Target R2 synthetic data - leakage-free process relationship
13/02/2025,B,2015.0,1.185,23.876,30.0,71.609,21.502,0.122,1943.144,90.06,6.88,2.374,255.75,727.39,10,1200,10,9.77,8,78.1,23.7,63.2,3.55,89.85,236.14,1.118,9.58,89.839,1.102,263.887,Normal,1,1,2,3,Target R2 synthetic data - leakage-free process relationship
13/02/2025,C,1960.0,1.018,19.957,29.9,60.027,17.966,0.105,1900.336,90.02,6.74,1.991,241.15,727.061,11,1200,11,9.42,8,83.2,25.8,65.3,3.06,90.06,255.75,1.185,9.77,89.872,1.126,260.738,Normal,1,2,2,3,Target R2 synthetic data - leakage-free process relationship
14/02/2025,A,1974.0,1.172,23.134,30.0,70.383,21.089,0.107,1903.207,91.16,6.7,2.046,246.2,708.591,11,1200,11,9.78,8,78.0,24.7,65.8,3.57,90.02,241.15,1.018,9.42,89.769,1.113,260.93,Soft,2,0,2,4,Target R2 synthetic data - leakage-free process relationship
14/02/2025,B,2005.0,1.146,22.971,30.0,68.857,20.64,0.12,1935.985,89.85,7.06,2.331,293.67,726.837,10,1200,11,9.76,7,77.2,27.7,69.4,3.43,91.16,246.2,1.172,9.78,89.765,1.124,253.68,Normal,1,1,2,4,Target R2 synthetic data - leakage-free process relationship
14/02/2025,C,1899.0,1.098,20.861,29.6,63.79,18.851,0.11,1835.559,90.36,6.64,2.011,209.09,717.601,12,1200,10,9.57,9,79.2,25.1,63.6,3.36,89.85,293.67,1.146,9.76,89.881,1.129,261.331,Normal,1,2,2,4,Target R2 synthetic data - leakage-free process relationship
15/02/2025,A,1938.0,1.122,21.739,29.6,65.219,19.31,0.13,1872.825,88.83,7.16,2.428,284.29,728.178,11,1200,11,9.37,7,83.1,29.6,64.9,3.37,90.36,209.09,1.098,9.57,90.044,1.125,249.841,Hard,0,0,2,5,Target R2 synthetic data - leakage-free process relationship
15/02/2025,B,1869.0,1.102,20.598,30.7,59.56,18.264,0.129,1809.57,88.67,7.09,2.334,245.65,746.002,11,1200,10,9.42,8,87.7,27.3,70.1,3.19,88.83,284.29,1.122,9.37,90.018,1.123,252.325,Hard,0,1,2,5,Target R2 synthetic data - leakage-free process relationship
15/02/2025,C,1808.0,1.169,21.131,30.2,62.659,18.893,0.128,1745.268,89.41,6.75,2.238,267.08,727.171,10,1200,10,9.64,7,85.2,25.3,65.3,3.47,88.67,245.65,1.102,9.42,89.849,1.12,253.685,Normal,1,2,2,5,Target R2 synthetic data - leakage-free process relationship
16/02/2025,A,1864.0,1.168,21.769,30.0,65.382,19.607,0.12,1798.147,90.07,6.36,2.162,270.8,722.044,12,1200,10,9.5,7,74.8,24.2,63.8,3.51,89.41,267.08,1.169,9.64,89.757,1.118,255.303,Normal,1,0,2,6,Target R2 synthetic data - leakage-free process relationship
16/02/2025,B,1838.0,1.195,21.963,30.1,66.342,19.942,0.114,1772.059,90.8,5.7,2.021,235.74,739.956,10,1200,9,9.6,8,77.3,24.7,66.9,3.61,90.07,270.8,1.168,9.5,89.764,1.14,259.54,Normal,1,1,2,6,Target R2 synthetic data - leakage-free process relationship
16/02/2025,C,1825.0,1.067,19.482,29.8,59.351,17.711,0.1,1765.694,90.91,6.55,1.771,262.83,727.286,10,1200,11,9.66,7,77.4,24.0,64.5,3.25,90.8,235.74,1.195,9.6,89.713,1.143,258.046,Normal,1,2,2,6,Target R2 synthetic data - leakage-free process relationship
17/02/2025,A,1781.0,1.052,18.741,29.8,57.117,17.038,0.099,1723.815,90.91,6.92,1.704,221.76,721.111,11,1200,11,9.57,8,82.1,25.8,66.3,3.21,90.91,262.83,1.067,9.66,89.864,1.132,253.64,Normal,1,0,2,0,Target R2 synthetic data - leakage-free process relationship
17/02/2025,B,1788.0,1.087,19.443,30.3,57.898,17.56,0.109,1730.266,90.31,7.05,1.884,247.47,723.598,12,1200,11,9.38,7,81.4,26.4,63.1,3.24,90.91,221.76,1.052,9.57,89.942,1.125,255.45,Normal,1,1,2,0,Target R2 synthetic data - leakage-free process relationship
17/02/2025,C,1797.0,1.089,19.56,29.5,60.158,17.758,0.104,1736.419,90.79,6.27,1.802,256.25,713.004,11,1200,10,9.46,7,78.2,26.2,66.2,3.35,90.31,247.47,1.087,9.38,90.154,1.12,250.19,Normal,1,2,2,0,Target R2 synthetic data - leakage-free process relationship
18/02/2025,A,1772.0,1.141,20.225,30.2,60.855,18.374,0.108,1711.246,90.85,6.64,1.851,248.68,718.545,11,1200,11,9.6,7,76.9,27.0,63.8,3.43,90.79,256.25,1.089,9.46,90.457,1.118,251.703,Normal,1,0,2,1,Target R2 synthetic data - leakage-free process relationship
18/02/2025,B,1757.0,1.181,20.744,29.7,63.692,18.888,0.11,1693.389,91.05,6.52,1.856,217.01,724.093,10,1200,10,9.48,8,81.2,24.7,65.8,3.62,90.85,248.68,1.141,9.6,90.662,1.114,249.074,Normal,1,1,2,1,Target R2 synthetic data - leakage-free process relationship
18/02/2025,C,1751.0,1.046,18.32,30.3,54.449,16.488,0.108,1696.652,90.0,7.24,1.832,250.89,734.404,11,1200,11,9.46,7,82.0,25.0,67.1,3.11,91.05,217.01,1.181,9.48,90.802,1.116,241.389,Hard,0,2,2,1,Target R2 synthetic data - leakage-free process relationship
19/02/2025,A,1812.0,1.152,20.865,29.8,63.445,18.9,0.112,1748.326,90.58,6.79,1.965,233.02,732.955,11,1200,10,9.72,8,76.9,25.1,64.4,3.5,90.0,250.89,1.046,9.46,90.688,1.095,243.554,Normal,1,0,2,2,Target R2 synthetic data - leakage-free process relationship
19/02/2025,B,1769.0,1.149,20.317,29.8,61.863,18.44,0.11,1706.647,90.76,6.29,1.877,228.08,718.064,11,1200,11,9.44,8,82.1,26.5,62.7,3.5,90.58,233.02,1.152,9.72,90.642,1.107,239.296,Soft,2,1,2,2,Target R2 synthetic data - leakage-free process relationship
19/02/2025,C,1813.0,1.092,19.799,29.7,59.857,17.789,0.115,1753.553,89.85,7.13,2.01,233.04,749.027,11,1200,11,9.57,8,79.8,24.5,67.4,3.3,90.76,228.08,1.149,9.44,90.62,1.121,240.199,Hard,0,2,2,2,Target R2 synthetic data - leakage-free process relationship
20/02/2025,A,1786.0,1.097,19.601,29.7,59.076,17.571,0.118,1727.194,89.64,6.74,2.031,268.16,741.397,11,1200,11,9.45,7,86.1,27.7,65.1,3.31,89.85,233.04,1.092,9.57,90.554,1.121,238.138,Hard,0,0,2,3,Target R2 synthetic data - leakage-free process relationship
20/02/2025,B,1903.0,1.137,21.637,30.1,63.971,19.267,0.129,1839.04,89.05,7.05,2.37,275.03,745.195,11,1200,12,9.42,7,86.4,29.7,65.4,3.36,89.64,268.16,1.097,9.45,90.39,1.123,239.839,Hard,0,1,2,3,Target R2 synthetic data - leakage-free process relationship
20/02/2025,C,1796.0,1.148,20.619,29.5,63.069,18.587,0.117,1732.87,90.15,6.23,2.032,232.05,717.419,11,1200,11,9.63,8,82.5,24.5,67.4,3.51,89.05,275.03,1.137,9.42,90.133,1.122,243.603,Normal,1,2,2,3,Target R2 synthetic data - leakage-free process relationship
21/02/2025,A,1941.0,1.086,21.076,29.7,64.607,19.209,0.1,1876.136,91.14,6.83,1.867,275.66,717.223,11,1200,12,9.58,7,76.6,24.1,59.8,3.33,90.15,232.05,1.148,9.63,90.003,1.117,245.752,Soft,2,0,2,4,Target R2 synthetic data - leakage-free process relationship
21/02/2025,B,1845.0,1.102,20.341,29.5,62.137,18.354,0.111,1783.078,90.23,6.8,1.987,231.3,732.763,10,1200,9,9.49,8,84.5,25.8,68.0,3.37,91.14,275.66,1.086,9.58,90.167,1.123,249.29,Hard,0,1,2,4,Target R2 synthetic data - leakage-free process relationship
21/02/2025,C,1955.0,1.088,21.274,29.7,64.912,19.262,0.106,1889.646,90.54,6.87,2.012,279.51,712.115,10,1200,11,9.61,7,78.1,27.2,68.6,3.32,90.23,231.3,1.102,9.49,90.116,1.116,249.045,Normal,1,2,2,4,Target R2 synthetic data - leakage-free process relationship
22/02/2025,A,1916.0,1.103,21.123,29.9,64.815,19.375,0.094,1850.944,91.73,6.53,1.747,246.42,710.548,11,1200,10,9.61,8,74.0,24.9,63.9,3.38,90.54,279.51,1.088,9.61,90.086,1.107,256.392,Soft,2,0,2,5,Target R2 synthetic data - leakage-free process relationship
22/02/2025,B,1993.0,1.151,22.945,29.2,71.768,20.958,0.103,1920.986,91.34,6.48,1.986,286.41,714.599,10,1200,10,9.63,7,76.2,25.1,58.9,3.6,91.73,246.42,1.103,9.61,90.354,1.109,258.304,Soft,2,1,2,5,Target R2 synthetic data - leakage-free process relationship
22/02/2025,C,1958.0,1.069,20.925,30.0,63.235,18.988,0.102,1895.06,90.74,7.16,1.938,246.45,722.537,10,1200,10,9.65,8,75.4,24.3,60.4,3.23,91.34,286.41,1.151,9.63,90.597,1.117,260.912,Normal,1,2,2,5,Target R2 synthetic data - leakage-free process relationship
23/02/2025,A,1966.0,1.124,22.103,30.2,66.746,20.125,0.104,1899.199,91.05,6.7,1.978,281.31,709.123,11,1200,11,9.52,7,77.0,25.2,62.2,3.4,90.74,246.45,1.069,9.65,90.839,1.107,256.83,Normal,1,0,2,6,Target R2 synthetic data - leakage-free process relationship
23/02/2025,B,1937.0,1.115,21.605,30.0,64.564,19.365,0.12,1872.615,89.63,7.71,2.24,269.78,734.327,11,1200,12,9.64,7,90.4,27.2,68.8,3.33,91.05,281.31,1.124,9.52,90.968,1.103,263.867,Hard,0,1,2,6,Target R2 synthetic data - leakage-free process relationship
23/02/2025,C,1917.0,1.129,21.638,30.1,64.438,19.378,0.122,1852.914,89.55,7.07,2.261,242.55,749.699,11,1200,10,9.77,8,82.1,27.7,64.9,3.36,89.63,269.78,1.115,9.64,90.753,1.108,263.028,Hard,0,2,2,6,Target R2 synthetic data - leakage-free process relationship
24/02/2025,A,1984.0,1.135,22.528,29.8,68.244,20.337,0.114,1916.012,90.27,6.8,2.191,279.18,717.076,12,1200,10,9.66,7,85.5,25.2,66.4,3.44,89.55,242.55,1.129,9.77,90.656,1.111,264.634,Soft,2,0,2,0,Target R2 synthetic data - leakage-free process relationship
24/02/2025,B,1920.0,1.134,21.782,29.6,66.113,19.564,0.12,1854.349,89.82,6.96,2.218,234.16,723.08,13,1200,11,9.29,8,80.6,22.6,63.0,3.44,90.27,279.18,1.135,9.66,90.617,1.118,264.588,Normal,1,1,2,0,Target R2 synthetic data - leakage-free process relationship
24/02/2025,C,1928.0,1.12,21.596,29.4,66.424,19.507,0.112,1861.763,90.33,6.67,2.089,276.67,713.894,11,1200,10,9.63,7,80.9,24.4,68.6,3.44,89.82,234.16,1.134,9.29,90.344,1.123,262.836,Normal,1,2,2,0,Target R2 synthetic data - leakage-free process relationship
25/02/2025,A,2048.0,1.104,22.605,29.7,69.416,20.595,0.102,1978.81,91.11,5.8,2.011,251.71,712.068,10,1200,10,9.74,8,77.7,25.9,66.5,3.39,90.33,276.67,1.12,9.63,90.199,1.118,261.444,Soft,2,0,2,1,Target R2 synthetic data - leakage-free process relationship
25/02/2025,B,2008.0,1.125,22.585,29.3,69.539,20.4,0.113,1938.285,90.32,5.99,2.185,286.47,730.829,10,1200,12,9.51,7,74.2,26.3,64.5,3.46,91.11,251.71,1.104,9.74,90.251,1.123,262.195,Normal,1,1,2,1,Target R2 synthetic data - leakage-free process relationship
25/02/2025,C,1964.0,1.154,22.653,29.3,70.028,20.524,0.112,1893.677,90.6,6.26,2.129,243.96,718.675,10,1200,11,9.81,8,82.3,25.4,64.7,3.57,90.32,286.47,1.125,9.51,90.148,1.123,262.931,Soft,2,2,2,1,Target R2 synthetic data - leakage-free process relationship
26/02/2025,A,1832.0,1.105,20.234,29.8,61.014,18.204,0.115,1770.826,89.97,6.94,2.029,236.97,740.23,11,1200,10,9.42,8,83.2,27.1,62.9,3.33,90.6,243.96,1.154,9.81,90.286,1.129,259.241,Hard,0,0,2,2,Target R2 synthetic data - leakage-free process relationship
26/02/2025,B,1833.0,1.161,21.28,29.9,64.29,19.197,0.118,1769.137,90.21,6.26,2.084,228.88,720.976,11,1200,10,9.78,8,82.3,22.8,62.9,3.51,89.97,236.97,1.105,9.42,90.346,1.125,258.445,Soft,2,1,2,2,Target R2 synthetic data - leakage-free process relationship
26/02/2025,C,1841.0,1.136,20.92,30.0,62.861,18.843,0.117,1777.919,90.07,5.96,2.077,227.96,719.843,10,1200,10,9.54,8,82.0,26.4,68.4,3.41,90.21,228.88,1.161,9.78,90.337,1.129,251.259,Normal,1,2,2,2,Target R2 synthetic data - leakage-free process relationship
27/02/2025,A,1859.0,1.087,20.209,29.2,62.175,18.183,0.113,1797.0,89.97,7.05,2.026,239.35,741.356,11,1200,11,9.59,8,87.3,28.0,66.6,3.34,90.07,227.96,1.136,9.54,90.373,1.129,250.372,Hard,0,0,2,3,Target R2 synthetic data - leakage-free process relationship
27/02/2025,B,1726.0,1.093,18.872,29.9,56.137,16.771,0.126,1670.148,88.87,7.12,2.1,205.99,733.271,12,1200,11,9.43,8,77.7,28.0,67.6,3.25,89.97,239.35,1.087,9.59,90.323,1.124,245.041,Hard,0,1,2,3,Target R2 synthetic data - leakage-free process relationship
27/02/2025,C,1846.0,1.172,21.645,29.7,65.171,19.38,0.127,1781.241,89.54,6.92,2.264,262.17,731.33,11,1200,11,9.63,7,86.3,25.7,63.4,3.53,88.87,205.99,1.093,9.43,90.003,1.123,238.509,Normal,1,2,2,3,Target R2 synthetic data - leakage-free process relationship
28/02/2025,A,1808.0,1.073,19.402,30.3,57.116,17.28,0.121,1750.91,89.06,7.44,2.122,223.26,736.574,10,1200,11,9.5,8,85.4,25.1,63.8,3.16,89.54,262.17,1.172,9.63,89.891,1.13,235.039,Hard,0,0,2,4,Target R2 synthetic data - leakage-free process relationship
28/02/2025,B,1786.0,1.084,19.351,29.8,58.752,17.489,0.108,1727.235,90.38,6.1,1.862,256.19,720.938,12,1200,9,9.6,7,82.7,24.5,67.6,3.29,89.06,223.26,1.073,9.5,89.671,1.118,232.082,Soft,2,1,2,4,Target R2 synthetic data - leakage-free process relationship
28/02/2025,C,1825.0,1.125,20.523,30.0,62.196,18.674,0.105,1762.485,90.99,6.54,1.849,223.27,714.847,11,1200,10,9.52,8,74.2,26.1,61.3,3.41,90.38,256.19,1.084,9.6,89.729,1.115,234.828,Soft,2,2,2,4,Target R2 synthetic data - leakage-free process relationship
01/03/2025,A,1743.0,1.117,19.465,29.7,59.667,17.7,0.105,1683.481,90.93,6.46,1.765,218.32,715.876,12,1200,11,9.66,8,75.5,26.4,63.9,3.42,90.99,223.27,1.125,9.52,89.841,1.11,234.027,Normal,1,0,3,5,Target R2 synthetic data - leakage-free process relationship
01/03/2025,B,1741.0,1.145,19.925,29.4,61.126,17.971,0.116,1679.467,90.19,6.8,1.954,223.55,748.097,11,1200,11,9.6,8,86.1,26.6,66.5,3.51,90.93,218.32,1.117,9.66,89.964,1.107,232.649,Hard,0,1,3,5,Target R2 synthetic data - leakage-free process relationship
01/03/2025,C,1756.0,1.063,18.668,30.2,55.183,16.644,0.119,1700.406,89.15,6.69,2.025,254.76,745.088,11,1200,11,9.44,7,83.4,25.1,59.1,3.14,90.19,223.55,1.145,9.6,89.995,1.115,230.393,Hard,0,2,3,5,Target R2 synthetic data - leakage-free process relationship
02/03/2025,A,1736.0,1.044,18.121,30.0,53.408,16.047,0.123,1682.992,88.56,7.28,2.074,221.62,744.887,12,1200,11,9.36,8,83.6,28.8,71.0,3.08,89.15,254.76,1.063,9.44,90.036,1.111,237.36,Hard,0,0,3,6,Target R2 synthetic data - leakage-free process relationship
02/03/2025,B,1789.0,1.081,19.337,29.4,58.93,17.338,0.116,1729.954,89.66,5.71,1.999,225.66,717.048,12,1200,10,9.44,8,74.6,26.7,67.6,3.29,88.56,221.62,1.044,9.36,89.895,1.093,231.567,Normal,1,1,3,6,Target R2 synthetic data - leakage-free process relationship
02/03/2025,C,1938.0,1.135,22.008,29.7,67.36,20.009,0.107,1870.896,90.91,6.61,2.0,246.77,707.66,10,1200,11,9.64,8,81.0,26.0,66.5,3.48,89.66,225.66,1.081,9.44,89.981,1.094,231.911,Soft,2,2,3,6,Target R2 synthetic data - leakage-free process relationship
03/03/2025,A,1838.0,1.123,20.638,30.2,61.883,18.677,0.11,1776.286,90.5,6.51,1.961,235.98,721.788,10,1200,10,9.47,8,74.5,23.7,62.9,3.37,90.91,246.77,1.135,9.64,90.058,1.101,230.565,Normal,1,0,3,0,Target R2 synthetic data - leakage-free process relationship
03/03/2025,B,1835.0,1.153,21.172,30.5,63.2,19.256,0.108,1772.294,90.95,6.94,1.915,257.61,727.205,11,1200,10,9.52,7,81.9,25.1,67.0,3.44,90.5,235.98,1.123,9.47,89.987,1.101,232.381,Normal,1,1,3,0,Target R2 synthetic data - leakage-free process relationship
03/03/2025,C,1861.0,1.109,20.627,29.9,61.87,18.517,0.117,1798.744,89.77,6.73,2.111,267.57,726.914,11,1200,11,9.85,7,77.9,27.8,62.3,3.33,90.95,257.61,1.153,9.52,89.99,1.106,237.994,Normal,1,2,3,0,Target R2 synthetic data - leakage-free process relationship
04/03/2025,A,1989.0,1.131,22.491,29.7,69.074,20.549,0.101,1919.926,91.37,6.19,1.942,242.21,715.758,10,1200,11,9.57,8,73.3,24.3,64.2,3.47,89.77,267.57,1.109,9.85,89.929,1.101,244.282,Soft,2,0,3,1,Target R2 synthetic data - leakage-free process relationship
