Date,Shift,Ore Milled (MT),Head Grade (%Cu),COPPER IN HEAD (MT),Concentrate Grade (%Cu),Concentrate Production (MT),COPPER IN CONCENTRATE (MT),Tails Grade (%Cu),TAILINGS (MT),Recovery (%),Insoluble in Concentrate (%),COPPER IN TAILINGS (MT),Feed Rate (MT/h),Grinding kWh,Lime Bags,T Reagent (cc),Pine Oil (cc),Flotation pH,Milling Running Hours,Prev_Recovery (%),Prev_Feed Rate (MT/h),Prev_Head Grade (%Cu),Prev_Flotation pH,Roll7_Recovery (%),Roll7_Head Grade (%Cu),Roll7_Feed Rate (MT/h),Cu_Recovery_Efficiency,Estimated Feed Condition,Feed_Condition_Num,Shift_Num,Month,Day_of_Week,Source
18/12/2024,B,2079,1.0,20.79,29.6,63.689,18.852,0.096,2015.311,90.68,7.16,1.938,297.84,721.531,12,1200,12,9.63,7,90.22,216.08,1.106,9.77,89.506,1.042,257.724,90.678,Normal,1,1,12,2,Synthetic historical data (statistically generated)
18/12/2024,C,1946,1.041,20.258,30.7,59.388,18.232,0.114,1886.612,90.0,6.39,2.026,274.38,724.977,12,1200,10,9.78,7,90.68,297.84,1.0,9.63,89.471,1.046,257.416,89.999,Normal,1,2,12,2,Synthetic historical data (statistically generated)
19/12/2024,A,1863,1.003,18.686,29.3,57.072,16.722,0.097,1805.928,89.49,6.78,1.964,230.51,726.716,10,1200,12,9.67,8,90.0,274.38,1.041,9.78,89.944,1.044,256.377,89.489,Normal,1,0,12,3,Synthetic historical data (statistically generated)
19/12/2024,B,1766,0.978,17.271,30.4,52.388,15.926,0.08,1713.612,92.21,5.79,1.345,217.63,728.132,10,1200,11,9.36,8,89.49,230.51,1.003,9.67,90.403,1.04,247.679,92.212,Normal,1,1,12,3,Synthetic historical data (statistically generated)
19/12/2024,C,2110,0.992,20.931,29.7,63.963,18.997,0.085,2046.037,90.76,6.5,1.934,261.5,726.218,12,1200,10,9.37,8,92.21,217.63,0.978,9.36,90.15,1.015,243.163,90.76,Normal,1,2,12,3,Synthetic historical data (statistically generated)
20/12/2024,A,1932,1.091,21.078,30.2,63.01,19.029,0.112,1868.99,90.28,7.2,2.049,269.59,720.586,10,1200,10,9.42,7,90.76,261.5,0.992,9.37,90.52,1.03,252.504,90.279,Normal,1,0,12,4,Synthetic historical data (statistically generated)
20/12/2024,B,1962,1.034,20.287,30.3,60.224,18.248,0.094,1901.776,89.95,7.67,2.039,280.0,728.876,11,1200,10,9.06,7,90.28,269.59,1.091,9.42,90.481,1.02,261.636,89.949,Normal,1,1,12,4,Synthetic historical data (statistically generated)
20/12/2024,C,2013,1.094,22.022,30.0,67.82,20.346,0.086,1945.18,92.39,7.1,1.676,251.91,726.182,11,1200,12,9.73,8,89.95,280.0,1.034,9.06,90.726,1.033,255.074,92.389,Normal,1,2,12,4,Synthetic historical data (statistically generated)
21/12/2024,A,2003,1.088,21.793,29.6,66.51,19.687,0.102,1936.49,90.34,6.2,2.106,286.24,724.958,10,1200,10,9.75,7,92.39,251.91,1.094,9.73,90.774,1.04,256.769,90.336,Normal,1,0,12,5,Synthetic historical data (statistically generated)
21/12/2024,B,1921,1.032,19.825,30.0,59.13,17.739,0.112,1861.87,89.48,5.76,2.086,244.47,728.566,11,1200,11,9.12,8,90.34,286.24,1.088,9.75,90.773,1.044,258.763,89.478,Normal,1,1,12,5,Synthetic historical data (statistically generated)
21/12/2024,C,2002,1.004,20.1,29.1,62.505,18.189,0.09,1939.495,90.49,6.64,1.911,256.11,726.546,11,1200,11,9.36,8,89.48,244.47,1.032,9.12,90.527,1.048,264.26,90.493,Normal,1,2,12,5,Synthetic historical data (statistically generated)
22/12/2024,A,1864,1.064,19.833,29.6,59.949,17.745,0.113,1804.051,89.47,7.26,2.088,259.85,720.022,11,1200,12,9.96,7,90.49,256.11,1.004,9.36,90.343,1.058,264.024,89.472,Normal,1,0,12,6,Synthetic historical data (statistically generated)
22/12/2024,B,1988,1.047,20.814,30.6,61.105,18.698,0.111,1926.895,89.83,5.77,2.116,279.81,721.207,11,1200,10,9.46,7,89.47,259.85,1.064,9.96,90.279,1.052,265.484,89.834,Soft,0,1,12,6,Synthetic historical data (statistically generated)
22/12/2024,C,1933,1.095,21.166,29.1,65.12,18.95,0.125,1867.88,89.53,7.6,2.216,241.01,725.042,11,1200,10,9.53,8,89.83,279.81,1.047,9.46,90.219,1.061,259.914,89.53,Normal,1,2,12,6,Synthetic historical data (statistically generated)
23/12/2024,A,1939,1.111,21.542,29.8,66.168,19.718,0.096,1872.832,91.53,7.23,1.824,270.41,726.062,11,1200,12,9.88,7,89.53,241.01,1.095,9.53,90.096,1.063,262.557,91.533,Normal,1,0,12,0,Synthetic historical data (statistically generated)
23/12/2024,B,1811,1.054,19.088,29.6,59.051,17.479,0.093,1751.949,91.57,6.88,1.609,257.36,727.484,11,1200,12,9.55,7,91.53,270.41,1.111,9.88,90.271,1.058,258.431,91.571,Normal,1,1,12,0,Synthetic historical data (statistically generated)
23/12/2024,C,1709,1.089,18.611,29.6,55.777,16.51,0.113,1653.223,88.71,6.38,2.101,251.19,729.583,12,1200,12,9.69,7,91.57,257.36,1.054,9.55,90.161,1.066,259.391,88.711,Normal,1,2,12,0,Synthetic historical data (statistically generated)
24/12/2024,A,1801,1.059,19.073,29.1,59.454,17.301,0.09,1741.546,90.71,6.17,1.772,230.22,720.128,10,1200,10,9.38,8,88.71,251.19,1.089,9.69,90.193,1.074,255.693,90.709,Normal,1,0,12,1,Synthetic historical data (statistically generated)
24/12/2024,B,2089,1.074,22.436,30.4,66.799,20.307,0.103,2022.201,90.51,6.06,2.129,256.49,723.587,11,1200,10,9.62,8,90.71,230.22,1.059,9.38,90.341,1.076,255.213,90.511,Normal,1,1,12,1,Synthetic historical data (statistically generated)
24/12/2024,C,1883,1.039,19.564,29.1,60.031,17.469,0.117,1822.969,89.29,6.01,2.095,275.88,729.567,12,1200,11,9.97,7,90.51,256.49,1.074,9.62,90.264,1.074,254.651,89.292,Normal,1,2,12,1,Synthetic historical data (statistically generated)
25/12/2024,A,2043,1.049,21.431,29.4,66.391,19.519,0.097,1976.609,91.08,5.97,1.912,259.28,726.034,12,1200,10,9.29,8,89.29,275.88,1.039,9.97,90.486,1.068,257.261,91.078,Normal,1,0,12,2,Synthetic historical data (statistically generated)
25/12/2024,B,1803,1.073,19.346,29.1,60.485,17.601,0.105,1742.515,90.98,6.99,1.745,252.33,720.056,11,1200,12,9.94,7,91.08,259.28,1.049,9.29,90.407,1.062,254.679,90.98,Normal,1,1,12,2,Synthetic historical data (statistically generated)
25/12/2024,C,1892,1.109,20.982,30.0,63.837,19.151,0.095,1828.163,91.27,6.84,1.831,230.44,725.254,10,1200,12,9.07,8,90.98,252.33,1.073,9.94,90.364,1.07,250.833,91.273,Normal,1,2,12,2,Synthetic historical data (statistically generated)
26/12/2024,A,1747,1.032,18.029,30.3,53.759,16.289,0.099,1693.241,90.35,7.76,1.74,256.31,724.749,12,1200,12,9.01,7,91.27,230.44,1.109,9.07,90.599,1.062,251.564,90.349,Normal,1,0,12,3,Synthetic historical data (statistically generated)
26/12/2024,B,1906,1.103,21.023,30.0,62.803,18.841,0.114,1843.197,89.62,6.24,2.182,270.42,722.828,12,1200,11,9.51,7,90.35,256.31,1.032,9.01,90.443,1.068,257.307,89.621,Normal,1,1,12,3,Synthetic historical data (statistically generated)
26/12/2024,C,1998,0.977,19.52,29.2,60.894,17.781,0.088,1937.106,91.09,7.26,1.739,287.6,726.295,10,1200,12,9.42,7,89.62,270.42,1.103,9.51,90.526,1.055,261.751,91.091,Normal,1,2,12,3,Synthetic historical data (statistically generated)
27/12/2024,A,1731,0.981,16.981,29.5,49.912,14.724,0.119,1681.088,86.71,7.55,2.257,240.22,720.379,10,1200,10,9.18,7,91.09,287.6,0.977,9.42,90.157,1.046,256.657,86.709,Hard,2,0,12,4,Synthetic historical data (statistically generated)
27/12/2024,B,1797,1.049,18.851,30.2,56.626,17.101,0.101,1740.374,90.72,5.68,1.75,226.96,726.414,12,1200,10,9.76,8,86.71,240.22,0.981,9.18,90.106,1.046,252.04,90.717,Normal,1,1,12,4,Synthetic historical data (statistically generated)
27/12/2024,C,1433,1.007,14.43,30.5,41.456,12.644,0.132,1391.544,87.62,7.62,1.786,177.85,720.308,10,1200,12,9.22,8,90.72,226.96,1.049,9.76,89.626,1.037,241.4,87.623,Hard,2,2,12,4,Synthetic historical data (statistically generated)
28/12/2024,A,2098,0.979,20.539,30.1,60.206,18.122,0.113,2037.794,88.23,6.87,2.417,269.45,728.748,10,1200,10,9.04,8,87.62,177.85,1.007,9.22,89.191,1.018,246.973,88.232,Normal,1,0,12,5,Synthetic historical data (statistically generated)
28/12/2024,B,1772,1.045,18.517,30.6,54.046,16.538,0.12,1717.954,89.31,7.63,1.979,247.99,728.347,10,1200,10,9.18,7,88.23,269.45,0.979,9.04,89.043,1.02,245.784,89.313,Normal,1,1,12,5,Synthetic historical data (statistically generated)
28/12/2024,C,1599,0.912,14.583,30.3,41.766,12.655,0.111,1557.234,86.78,7.05,1.928,225.01,725.806,11,1200,11,9.13,7,89.31,247.99,1.045,9.18,88.637,0.993,239.297,86.779,Hard,2,2,12,5,Synthetic historical data (statistically generated)
29/12/2024,A,1770,1.031,18.249,29.5,55.19,16.281,0.105,1714.81,89.22,7.35,1.968,253.85,723.163,11,1200,10,9.0,7,86.78,225.01,0.912,9.13,88.37,1.001,234.476,89.216,Normal,1,0,12,6,Synthetic historical data (statistically generated)
29/12/2024,B,2001,1.039,20.79,29.2,63.075,18.418,0.113,1937.925,88.59,7.57,2.372,249.3,724.87,10,1200,10,9.65,8,89.22,253.85,1.031,9.0,88.639,1.009,235.773,88.591,Normal,1,1,12,6,Synthetic historical data (statistically generated)
29/12/2024,C,1685,1.089,18.35,29.4,55.874,16.427,0.104,1629.126,89.52,6.15,1.923,245.76,728.126,12,1200,11,9.77,7,88.59,249.3,1.039,9.65,88.467,1.015,238.459,89.52,Normal,1,2,12,6,Synthetic historical data (statistically generated)
30/12/2024,A,1952,1.066,20.808,29.5,63.78,18.815,0.112,1888.22,90.42,7.95,1.993,238.64,720.906,11,1200,12,9.01,8,89.52,245.76,1.089,9.77,88.867,1.023,247.143,90.422,Normal,1,0,12,0,Synthetic historical data (statistically generated)
30/12/2024,B,2043,1.011,20.655,29.5,63.492,18.73,0.089,1979.508,90.68,7.17,1.925,295.99,723.588,10,1200,11,9.23,7,90.42,238.64,1.066,9.01,89.217,1.028,250.934,90.68,Normal,1,1,12,0,Synthetic historical data (statistically generated)
30/12/2024,C,2144,1.02,21.869,30.7,63.756,19.573,0.102,2080.244,89.5,6.86,2.296,315.12,727.037,12,1200,12,9.83,7,90.68,295.99,1.011,9.23,89.244,1.024,260.524,89.501,Normal,1,2,12,0,Synthetic historical data (statistically generated)
31/12/2024,A,1861,1.078,20.062,30.0,59.477,17.843,0.122,1801.523,88.94,6.75,2.219,230.9,725.164,11,1200,11,9.49,8,89.5,315.12,1.02,9.83,89.553,1.048,261.366,88.939,Normal,1,0,12,1,Synthetic historical data (statistically generated)
31/12/2024,B,1729,1.016,17.567,29.7,52.96,15.729,0.098,1676.04,89.54,7.19,1.838,241.92,728.17,12,1200,10,9.41,7,88.94,230.9,1.078,9.49,89.599,1.046,259.661,89.537,Normal,1,1,12,1,Synthetic historical data (statistically generated)
31/12/2024,C,1874,1.029,19.283,29.3,59.304,17.376,0.11,1814.696,90.11,6.79,1.907,268.89,726.295,10,1200,12,9.15,7,89.54,241.92,1.016,9.41,89.816,1.044,262.46,90.11,Normal,1,2,12,1,Synthetic historical data (statistically generated)
01/01/2025,A,2161,1.034,22.345,30.7,64.726,19.871,0.117,2096.274,88.93,7.49,2.474,277.37,726.065,11,1200,11,9.17,8,90.11,268.89,1.029,9.15,89.731,1.036,266.976,88.928,Normal,1,0,1,2,Synthetic historical data (statistically generated)
01/01/2025,B,1758,1.077,18.934,29.0,59.531,17.264,0.095,1698.469,91.18,7.77,1.67,225.32,720.688,11,1200,11,9.13,8,88.93,277.37,1.034,9.17,89.84,1.038,265.073,91.18,Normal,1,1,1,2,Synthetic historical data (statistically generated)
01/01/2025,C,2089,1.064,22.227,30.8,66.269,20.411,0.088,2022.731,91.83,5.5,1.816,305.19,727.524,10,1200,11,9.66,7,91.18,225.32,1.077,9.13,90.004,1.045,266.387,91.83,Normal,1,2,1,2,Synthetic historical data (statistically generated)
02/01/2025,A,1441,0.966,13.92,30.5,40.285,12.287,0.119,1400.715,88.27,7.24,1.633,177.2,727.896,11,1200,11,9.59,8,91.83,305.19,1.064,9.66,89.829,1.038,246.684,88.269,Hard,2,0,1,3,Synthetic historical data (statistically generated)
02/01/2025,B,1769,1.052,18.61,29.0,58.972,17.102,0.086,1710.028,91.9,6.8,1.508,222.43,722.578,10,1200,12,9.74,8,88.27,177.2,0.966,9.59,90.251,1.034,245.474,91.897,Normal,1,1,1,3,Synthetic historical data (statistically generated)
02/01/2025,C,1747,1.055,18.431,29.6,56.189,16.632,0.107,1690.811,90.24,7.39,1.799,220.36,728.55,11,1200,12,9.37,8,91.9,222.43,1.052,9.74,90.351,1.04,242.394,90.239,Normal,1,2,1,3,Synthetic historical data (statistically generated)
03/01/2025,A,1927,1.056,20.349,30.7,60.046,18.434,0.092,1866.954,90.59,6.07,1.915,247.94,727.742,11,1200,12,9.14,8,90.24,220.36,1.055,9.37,90.42,1.043,239.401,90.589,Normal,1,0,1,4,Synthetic historical data (statistically generated)
03/01/2025,B,1919,1.055,20.245,30.2,60.361,18.229,0.096,1858.639,90.04,6.16,2.016,268.56,720.053,10,1200,10,9.47,7,90.59,247.94,1.056,9.14,90.579,1.046,238.143,90.042,Normal,1,1,1,4,Synthetic historical data (statistically generated)
03/01/2025,C,2005,1.084,21.734,29.0,67.345,19.53,0.118,1937.655,89.86,7.83,2.204,253.81,729.457,10,1200,12,9.49,8,90.04,268.56,1.055,9.47,90.39,1.047,242.213,89.859,Normal,1,2,1,4,Synthetic historical data (statistically generated)
04/01/2025,A,1651,1.065,17.583,30.6,51.99,15.909,0.098,1599.01,90.48,6.49,1.674,238.32,726.55,10,1200,10,10.0,7,89.86,253.81,1.084,9.49,90.197,1.048,232.66,90.479,Normal,1,0,1,5,Synthetic historical data (statistically generated)
04/01/2025,B,1928,1.081,20.842,30.9,60.793,18.785,0.106,1867.207,90.13,6.51,2.057,244.27,725.829,11,1200,11,9.23,8,90.48,238.32,1.065,10.0,90.463,1.064,242.241,90.131,Normal,1,1,1,5,Synthetic historical data (statistically generated)
04/01/2025,C,1929,1.136,21.913,29.9,66.545,19.897,0.102,1862.455,90.8,6.71,2.016,247.59,729.567,12,1200,12,9.25,8,90.13,244.27,1.081,9.23,90.306,1.076,245.836,90.8,Soft,0,2,1,5,Synthetic historical data (statistically generated)
05/01/2025,A,1758,1.053,18.512,30.6,53.683,16.427,0.116,1704.317,88.74,6.38,2.085,250.87,723.827,10,1200,12,9.7,7,90.8,247.59,1.136,9.25,90.091,1.076,250.194,88.737,Normal,1,0,1,6,Synthetic historical data (statistically generated)
05/01/2025,B,1947,1.069,20.813,29.5,64.393,18.996,0.102,1882.607,91.27,7.21,1.817,237.18,724.766,11,1200,10,9.89,8,88.74,250.87,1.053,9.7,90.189,1.078,248.657,91.27,Normal,1,1,1,6,Synthetic historical data (statistically generated)
05/01/2025,C,1874,1.053,19.733,29.2,59.969,17.511,0.109,1814.031,88.74,7.89,2.222,263.36,728.363,11,1200,10,9.78,7,91.27,237.18,1.069,9.89,90.003,1.077,247.914,88.74,Normal,1,2,1,6,Synthetic historical data (statistically generated)
06/01/2025,A,1853,1.087,20.142,31.0,58.348,18.088,0.12,1794.652,89.8,6.2,2.054,233.3,729.854,12,1200,11,9.49,8,88.74,263.36,1.053,9.78,89.994,1.078,244.984,89.802,Normal,1,0,1,0,Synthetic historical data (statistically generated)
06/01/2025,B,1946,0.993,19.324,30.4,56.891,17.295,0.103,1889.109,89.5,7.22,2.029,278.04,726.863,10,1200,11,9.98,7,89.8,233.3,1.087,9.49,89.854,1.067,250.659,89.5,Normal,1,1,1,0,Synthetic historical data (statistically generated)
06/01/2025,C,1974,1.081,21.339,30.0,65.497,19.649,0.081,1908.503,92.08,7.25,1.69,242.12,722.694,12,1200,11,9.37,8,89.5,278.04,0.993,9.98,90.133,1.067,250.351,92.08,Soft,0,2,1,0,Synthetic historical data (statistically generated)
07/01/2025,A,2041,1.05,21.431,29.4,66.187,19.459,0.102,1974.813,90.8,7.35,1.972,297.07,728.041,12,1200,11,9.86,7,92.08,242.12,1.081,9.37,90.133,1.055,257.42,90.798,Normal,1,0,1,1,Synthetic historical data (statistically generated)
07/01/2025,B,1816,1.021,18.541,30.4,55.648,16.917,0.082,1760.352,91.24,7.53,1.624,230.89,725.621,12,1200,10,9.4,8,90.8,297.07,1.05,9.86,90.49,1.051,254.566,91.241,Normal,1,1,1,1,Synthetic historical data (statistically generated)
07/01/2025,C,1900,1.036,19.684,30.2,58.987,17.814,0.101,1841.013,90.5,5.94,1.87,235.28,723.511,12,1200,12,9.2,8,91.24,230.89,1.021,9.4,90.38,1.046,254.294,90.5,Normal,1,2,1,1,Synthetic historical data (statistically generated)
08/01/2025,A,1704,1.045,17.807,30.9,52.055,16.085,0.099,1651.945,90.33,7.03,1.722,241.69,726.317,10,1200,10,9.64,7,90.5,235.28,1.036,9.2,90.607,1.045,251.199,90.33,Normal,1,0,1,2,Synthetic historical data (statistically generated)
08/01/2025,B,2005,1.016,20.371,30.0,61.67,18.501,0.092,1943.33,90.82,5.92,1.87,253.79,723.955,11,1200,11,9.75,8,90.33,241.69,1.045,9.64,90.753,1.035,254.126,90.82,Normal,1,1,1,2,Synthetic historical data (statistically generated)
08/01/2025,C,1746,1.012,17.67,30.5,52.711,16.077,0.092,1693.289,90.99,7.99,1.593,245.1,720.956,11,1200,12,9.05,7,90.82,253.79,1.016,9.75,90.966,1.037,249.42,90.985,Normal,1,2,1,2,Synthetic historical data (statistically generated)
09/01/2025,A,2006,0.985,19.759,29.1,61.041,17.763,0.103,1944.959,89.9,7.65,1.996,282.23,726.265,10,1200,12,9.84,7,90.99,245.1,1.012,9.05,90.654,1.024,255.15,89.898,Normal,1,0,1,3,Synthetic historical data (statistically generated)
09/01/2025,B,1818,1.149,20.889,30.5,61.764,18.838,0.121,1756.236,90.18,6.59,2.051,222.27,725.393,12,1200,12,9.46,8,89.9,282.23,0.985,9.84,90.566,1.038,244.464,90.181,Normal,1,1,1,3,Synthetic historical data (statistically generated)
09/01/2025,C,1845,1.078,19.889,30.6,58.405,17.872,0.117,1786.595,89.86,6.36,2.017,262.65,722.598,11,1200,10,9.0,7,90.18,222.27,1.149,9.46,90.369,1.046,249.001,89.859,Normal,1,2,1,3,Synthetic historical data (statistically generated)
10/01/2025,A,1789,1.127,20.162,29.8,60.839,18.13,0.115,1728.161,89.92,6.49,2.032,259.65,725.97,10,1200,12,9.37,7,89.86,262.65,1.078,9.0,90.286,1.059,252.483,89.922,Normal,1,0,1,4,Synthetic historical data (statistically generated)
10/01/2025,B,1933,1.04,20.103,29.6,61.588,18.23,0.102,1871.412,90.68,7.52,1.873,243.44,728.0,12,1200,12,9.68,8,89.92,259.65,1.127,9.37,90.336,1.058,252.733,90.683,Normal,1,1,1,4,Synthetic historical data (statistically generated)
10/01/2025,C,1994,1.029,20.518,30.1,61.91,18.635,0.089,1932.09,90.82,5.76,1.883,245.84,721.878,10,1200,10,9.05,8,90.68,243.44,1.04,9.68,90.336,1.06,251.597,90.823,Normal,1,2,1,4,Synthetic historical data (statistically generated)
11/01/2025,A,1975,1.065,21.034,30.6,62.268,19.054,0.097,1912.732,90.59,7.61,1.98,242.69,727.857,11,1200,11,9.46,8,90.82,245.84,1.029,9.05,90.279,1.068,251.253,90.587,Normal,1,0,1,5,Synthetic historical data (statistically generated)
11/01/2025,B,1511,0.95,14.354,30.4,41.618,12.652,0.11,1469.382,88.14,7.94,1.702,220.98,723.816,10,1200,10,9.97,7,90.59,242.69,1.065,9.46,90.027,1.063,242.503,88.143,Hard,2,1,1,5,Synthetic historical data (statistically generated)
11/01/2025,C,2072,1.037,21.487,29.1,66.337,19.304,0.115,2005.663,89.84,6.8,2.183,295.52,723.121,11,1200,10,9.63,7,88.14,220.98,0.95,9.97,89.979,1.047,252.967,89.84,Normal,1,2,1,5,Synthetic historical data (statistically generated)
12/01/2025,A,2062,0.991,20.434,30.2,60.334,18.221,0.105,2001.666,89.17,6.11,2.213,302.94,724.342,10,1200,10,9.79,7,89.84,295.52,1.037,9.63,89.88,1.034,258.723,89.17,Normal,1,0,1,6,Synthetic historical data (statistically generated)
12/01/2025,B,1541,0.965,14.871,29.7,43.374,12.882,0.12,1497.626,86.63,6.84,1.989,216.82,726.859,11,1200,12,9.06,7,89.17,302.94,0.991,9.79,89.41,1.011,252.604,86.625,Hard,2,1,1,6,Synthetic historical data (statistically generated)
12/01/2025,C,1776,1.024,18.186,29.3,55.577,16.284,0.116,1720.423,89.54,6.71,1.902,226.07,721.93,12,1200,11,9.36,8,86.63,216.82,0.965,9.06,89.247,1.009,250.123,89.541,Normal,1,2,1,6,Synthetic historical data (statistically generated)
13/01/2025,A,1829,1.067,19.515,30.1,58.591,17.636,0.102,1770.409,90.37,7.55,1.879,226.21,728.677,12,1200,12,9.16,8,89.54,226.07,1.024,9.36,89.183,1.014,247.319,90.372,Normal,1,0,1,0,Synthetic historical data (statistically generated)
13/01/2025,B,1740,1.064,18.514,30.9,53.78,16.618,0.116,1686.22,89.76,5.97,1.896,250.36,726.202,11,1200,12,9.06,7,90.37,226.21,1.067,9.16,89.064,1.014,248.414,89.759,Normal,1,1,1,0,Synthetic historical data (statistically generated)
13/01/2025,C,1971,1.016,20.025,29.4,62.078,18.251,0.09,1908.922,91.14,5.75,1.774,240.62,720.667,10,1200,10,9.87,8,89.76,250.36,1.064,9.06,89.493,1.023,251.22,91.141,Normal,1,2,1,0,Synthetic historical data (statistically generated)
14/01/2025,A,1892,1.037,19.62,30.9,57.159,17.662,0.11,1834.841,90.02,6.67,1.958,230.1,727.178,10,1200,10,9.66,8,91.14,240.62,1.016,9.87,89.519,1.023,241.874,90.02,Normal,1,0,1,1,Synthetic historical data (statistically generated)
14/01/2025,B,1950,1.05,20.475,29.4,61.871,18.19,0.118,1888.129,88.84,5.75,2.285,283.98,720.407,10,1200,11,9.08,7,90.02,230.1,1.037,9.66,89.471,1.032,239.166,88.84,Normal,1,1,1,1,Synthetic historical data (statistically generated)
14/01/2025,C,1787,1.024,18.299,29.9,54.518,16.301,0.116,1732.482,89.08,7.71,1.998,256.18,727.461,12,1200,12,9.36,7,88.84,283.98,1.05,9.08,89.821,1.04,244.789,89.081,Normal,1,2,1,1,Synthetic historical data (statistically generated)
15/01/2025,A,1742,1.082,18.848,30.3,56.314,17.063,0.109,1685.686,90.53,6.31,1.785,223.41,725.501,11,1200,11,9.41,8,89.08,256.18,1.024,9.36,89.963,1.049,244.409,90.529,Normal,1,0,1,2,Synthetic historical data (statistically generated)
15/01/2025,B,1779,1.031,18.341,30.2,54.692,16.517,0.103,1724.308,90.05,7.98,1.824,228.53,723.971,12,1200,10,9.98,8,90.53,223.41,1.082,9.41,89.917,1.043,244.74,90.055,Normal,1,1,1,2,Synthetic historical data (statistically generated)
15/01/2025,C,1822,1.022,18.621,29.9,55.799,16.684,0.099,1766.201,89.6,6.16,1.937,233.48,725.707,12,1200,10,9.09,8,90.05,228.53,1.031,9.98,89.894,1.037,242.329,89.598,Normal,1,2,1,2,Synthetic historical data (statistically generated)
16/01/2025,A,1760,1.047,18.427,30.4,55.385,16.837,0.092,1704.615,91.37,7.77,1.59,254.96,727.929,10,1200,11,9.83,7,89.6,233.48,1.022,9.09,89.927,1.042,244.377,91.371,Normal,1,0,1,3,Synthetic historical data (statistically generated)
16/01/2025,B,1783,1.056,18.828,29.2,58.247,17.008,0.108,1724.753,90.33,7.37,1.82,261.16,728.798,11,1200,11,9.93,7,91.37,254.96,1.047,9.83,89.971,1.045,248.814,90.334,Normal,1,1,1,3,Synthetic historical data (statistically generated)
16/01/2025,C,2030,1.071,21.741,30.3,64.363,19.502,0.121,1965.637,89.7,7.93,2.239,286.86,723.268,12,1200,10,9.15,7,90.33,261.16,1.056,9.93,90.094,1.048,249.226,89.701,Normal,1,2,1,3,Synthetic historical data (statistically generated)
17/01/2025,A,1787,0.965,17.245,29.2,53.401,15.593,0.092,1733.599,90.42,7.43,1.652,249.65,725.714,10,1200,12,9.4,7,89.7,286.86,1.071,9.15,90.286,1.039,248.293,90.42,Normal,1,0,1,4,Synthetic historical data (statistically generated)
17/01/2025,B,1633,1.109,18.11,29.9,54.622,16.332,0.113,1578.378,90.18,6.94,1.778,234.14,725.242,10,1200,10,9.27,7,90.42,249.65,0.965,9.4,90.236,1.043,249.826,90.182,Normal,1,1,1,4,Synthetic historical data (statistically generated)
17/01/2025,C,1881,1.002,18.848,29.1,58.557,17.04,0.102,1822.443,90.41,6.0,1.808,273.06,723.497,11,1200,12,9.15,7,90.18,234.14,1.109,9.27,90.287,1.039,256.187,90.407,Normal,1,2,1,4,Synthetic historical data (statistically generated)
18/01/2025,A,2003,1.122,22.474,29.9,67.893,20.3,0.105,1935.107,90.33,7.35,2.174,292.47,720.137,12,1200,10,9.31,7,90.41,273.06,1.002,9.15,90.391,1.053,264.614,90.327,Normal,1,0,1,5,Synthetic historical data (statistically generated)
18/01/2025,B,1797,1.094,19.659,29.3,60.072,17.601,0.11,1736.928,89.53,7.47,2.058,259.72,723.766,12,1200,12,9.04,7,90.33,292.47,1.122,9.31,90.129,1.06,265.294,89.532,Normal,1,1,1,5,Synthetic historical data (statistically generated)
18/01/2025,C,1797,1.11,19.947,30.8,58.383,17.982,0.107,1738.617,90.15,7.95,1.965,226.82,723.602,10,1200,10,9.29,8,89.53,259.72,1.094,9.04,90.103,1.068,260.389,90.149,Normal,1,2,1,5,Synthetic historical data (statistically generated)
19/01/2025,A,1857,1.092,20.278,30.8,59.237,18.245,0.105,1797.763,89.97,6.72,2.033,260.29,724.58,12,1200,10,9.04,7,90.15,226.82,1.11,9.29,90.141,1.071,256.593,89.974,Normal,1,0,1,6,Synthetic historical data (statistically generated)
19/01/2025,B,1662,1.083,17.999,29.5,55.586,16.398,0.093,1606.414,91.1,6.48,1.601,211.64,728.787,10,1200,12,9.95,8,89.97,260.29,1.092,9.04,90.239,1.087,251.163,91.105,Normal,1,1,1,6,Synthetic historical data (statistically generated)
19/01/2025,C,1901,1.06,20.151,30.1,59.279,17.843,0.114,1841.721,88.55,5.85,2.308,270.22,724.265,11,1200,12,9.33,7,91.1,211.64,1.083,9.95,90.006,1.08,256.317,88.546,Normal,1,2,1,6,Synthetic historical data (statistically generated)
20/01/2025,A,1953,1.133,22.127,29.6,68.649,20.32,0.094,1884.351,91.83,7.87,1.807,277.83,727.7,12,1200,12,9.92,7,88.55,270.22,1.06,9.33,90.209,1.099,256.999,91.834,Normal,1,0,1,0,Synthetic historical data (statistically generated)
20/01/2025,B,1797,1.068,19.192,30.6,55.595,17.012,0.112,1741.405,88.64,5.96,2.18,230.84,727.456,12,1200,12,9.27,8,91.83,277.83,1.133,9.92,89.967,1.091,248.194,88.641,Normal,1,1,1,0,Synthetic historical data (statistically generated)
20/01/2025,C,1874,0.977,18.309,30.2,54.387,16.425,0.105,1819.613,89.71,6.43,1.884,263.39,720.795,11,1200,10,9.5,7,88.64,230.84,1.068,9.27,89.993,1.075,248.719,89.71,Normal,1,2,1,0,Synthetic historical data (statistically generated)
